txid,timestamp,src_ip,dst_ip,src_port,dst_port,input_addresses,output_addresses,num_inputs,num_outputs,amount_btc,fee_btc,fee_ratio,script_type,geo_country,asn,organization,india_state,india_city,india_region,transaction_scope,india_link_type,is_india_linked,cross_border_flag,external_country,transaction_value_inr,event_window_id,synthetic_label
tx_9b162ee015a0f673,2026-08-31T07:02:05Z,194.22.76.110,45.157.242.2,8333,8333,bc1qa83d2b71176f;bc1q9c458eb00ae4;bc1q3f5b2da846e8,bc1qc06e93f56ddd;bc1q744428d00bae,3,2,0.85558,0.0002843,0.000332,P2WSH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,6416850.0,WIN_118,0
tx_292cdaf8b3540674,2026-08-30T17:11:05Z,194.62.234.242,103.92.240.146,8333,8333,bc1q4cd93e8f57cf;bc1q6a1fdd025868,bc1q64a1aca5187a,2,1,0.574752,0.0001017,0.000177,TAPROOT,CH,AS3303,Swisscom Switzerland,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NG,4310640.0,WIN_115,0
tx_0584059dab493d28,2026-08-29T23:06:05Z,142.57.224.150,185.219.10.212,8333,8333,bc1qbe84020467b0;bc1q824575b7d9dc,bc1q7babfc3e1452,2,1,1.210526,6.682e-05,5.5e-05,TAPROOT,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,9078945.0,WIN_135,0
tx_c2382ba7707de12d,2026-08-30T18:18:05Z,198.121.143.125,45.157.242.2,63178,8333,bc1qa060954d9707;bc1qfddf48856194,bc1q9882b0f99f9f,2,1,1.016462,0.00031991,0.000315,P2PKH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,7623465.0,WIN_136,0
tx_9cbae220b024a282,2026-08-29T22:48:05Z,203.225.136.152,203.58.235.83,29745,8333,bc1qc14726423a1f,bc1q81adb4f5e2b1,1,1,0.139555,0.00016636,0.001192,P2WSH,BR,AS28573,Claro Brazil,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,GB,1046662.5,WIN_105,0
tx_bf756144dc360eee,2026-08-31T04:01:05Z,142.57.224.150,45.125.206.44,8333,8333,bc1qd2bfe60b8640;bc1qc1fbbdbfd866,bc1q95f0ffde523c;bc1qc06e93f56ddd,2,2,2.079744,0.00032285,0.000155,P2WSH,IN,AS4755,Tata Communications,Delhi NCR,New Delhi,North,Domestic,India Domestic,true,false,None,15598080.0,WIN_116,0
tx_d5b8ac84fe824ec0,2026-08-30T15:45:05Z,203.160.47.36,185.228.199.84,8404,8333,bc1qbccd2c3573ad,bc1q179cbdc4bb4b;bc1q67c87712a82e;bc1q30cb76b4660d;bc1q7babfc3e1452;bc1qe7f1776ce5c3;bc1qc740d39dfc88;bc1q202163ae3a5f;bc1q3d15dbdf3841;bc1q4c2c97e5a194;bc1q1da8aa755192;bc1q574dd3b4304b;bc1q744428d00bae;bc1q50b7d2bd836c;bc1qcb680ac124cc,1,14,17.494314,3.437e-05,2e-06,P2SH,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,BR,131207355.0,WIN_132,1
tx_0a5e653b8fab236c,2026-08-29T10:13:05Z,45.192.91.18,198.175.130.160,443,8333,bc1q179cbdc4bb4b;bc1q10087b0178e0;bc1q944c0a9d2e23;bc1qc5cbbe8bfb56;bc1q7babfc3e1452;bc1q5b34a48c903c;bc1qf565599c0e98;bc1qa74e78852468;bc1qc6ae653003de;bc1q733dcbce1a1d;bc1q63b2b65d40b2;bc1q52ed13c7130c,bc1qc69592ba39a3,12,1,6.583282,0.00187142,0.000284,P2WSH,KR,AS4766,Korea Telecom,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,49374615.0,WIN_118,1
tx_9635a9c979b2538b,2026-08-30T05:14:05Z,198.175.130.160,198.118.254.93,9050,8333,bc1qadaf697db61b;bc1q43107dc65cf1;bc1q00a66c0c5ef1;bc1q17481b2d513e;bc1q64a1aca5187a;bc1qa2d105463427;bc1qc7c72235b3bb;bc1q4708a1e7a0c6;bc1q9e86400346da;bc1q542f8fe38a22;bc1qcfffd790b596;bc1q2f296ded07f9,bc1q95f0ffde523c,12,1,0.011191,7.153e-05,0.006392,P2SH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,83932.5,WIN_114,1
tx_15d65f6369c61c33,2026-08-30T21:56:05Z,198.217.151.121,45.70.33.251,8080,8333,bc1q6deef40d767e;bc1q4b595893c90f;bc1q542f8fe38a22;bc1qeacc3fa52a5c;bc1qf616adf9080b;bc1qd7f1792c763a;bc1qcb680ac124cc;bc1q30cb76b4660d;bc1qae77c70806b6;bc1qd003332ce937;bc1q9c458eb00ae4;bc1q8621a12d67a8,bc1qc5b1a9fdbc1c;bc1qcfffd790b596;bc1q36bb3a66d1b4;bc1q64a1aca5187a;bc1q8a3ed6625168;bc1qc22874b67463;bc1q31bfc4f76d89;bc1qfed55469b2d3;bc1qa060954d9707;bc1q6d00ef988847;bc1q824f6d80def8;bc1q26a9eeb82cc3;bc1qe75fdeedd4d4;bc1q6873929563ed,12,14,13.344874,0.00589282,0.000442,P2WSH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,100086555.0,WIN_133,1
tx_b8591f91f620284c,2026-08-30T11:36:05Z,203.85.86.136,142.163.10.247,8080,8333,bc1q6c4b4bcee51d,bc1qf565599c0e98;bc1qbf533f59d2b6;bc1q574dd3b4304b;bc1q7ea576e8ddb8;bc1qb5ac0d6e0f14;bc1qae57903eed0f;bc1q1106259939c7;bc1q4cd93e8f57cf,1,8,16.842998,4.221e-05,3e-06,P2WSH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,126322485.0,WIN_103,1
tx_7c4b3e0088a39550,2026-08-30T22:15:05Z,203.211.211.5,194.12.85.64,443,8333,bc1qe906d0d1a257,bc1q5aaad6e2e48f;bc1q3f5b2da846e8;bc1q6c4b4bcee51d;bc1qfccd64d81bef;bc1q89bf1aa1ccf0;bc1q0c45cc611a3c;bc1q1106259939c7;bc1q3f9620f52837;bc1qb8fd3d0c1494;bc1q8a3ed6625168;bc1q4c3b76228151;bc1qa04ca986a5d6;bc1q99c32144f88b;bc1qf753913e13c3,1,14,0.031525,0.00165962,0.052645,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,236437.5,WIN_114,1
tx_47cce54435fbc7fb,2026-08-30T06:48:05Z,203.179.61.1,198.114.74.84,443,8333,bc1q368d656fab06,bc1q3ba06474dc99,1,1,10.007883,0.00398924,0.000399,TAPROOT,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,75059122.5,WIN_133,1
tx_1063562ac5eaf1a3,2026-08-30T11:34:05Z,194.172.197.146,45.225.44.6,8333,8333,bc1qb8fd3d0c1494;bc1q11c9fd4a120d;bc1qd4b2d6daa2c8;bc1q6d00ef988847;bc1q3a9e03c7e5b8;bc1q06d5ccc3f37a,bc1qb8fd3d0c1494,6,1,0.026134,7.596e-05,0.002907,P2WPKH,IN,AS55836,Reliance Jio Infocomm,Telangana,Hyderabad,South,Domestic,India Domestic,true,false,None,196005.0,WIN_126,1
tx_40eafbb4cc416b80,2026-08-30T19:32:05Z,185.190.109.91,198.121.143.125,9050,8333,bc1qc22874b67463,bc1q4c3b76228151;bc1qca77482a47d2;bc1qaa9cc0e45d8a;bc1q17481b2d513e;bc1q1106259939c7;bc1qc740d39dfc88;bc1q9e86400346da;bc1q5b34a48c903c;bc1q1e1c75f9cf6a;bc1qbdfb132d044b;bc1q283d20af0d58;bc1qc1fbbdbfd866;bc1qa83d2b71176f;bc1qfef938397a03;bc1qfcbd969e2963;bc1q6deef40d767e;bc1q1da8aa755192;bc1qd0865a987b03;bc1q733dcbce1a1d;bc1q3f07433f8a59,1,20,0.042071,3.336e-05,0.000793,P2WSH,IN,AS9829,BSNL India,Kerala,Kochi,South,Domestic,India Domestic,true,false,None,315532.5,WIN_112,1
tx_ca4713d54cf99728,2026-08-30T16:52:05Z,198.83.136.71,198.84.222.78,9050,8333,bc1q3f9620f52837,bc1qfddf48856194;bc1q5f03b7ba033f;bc1q10087b0178e0;bc1q4a5524400b4a;bc1qc740d39dfc88;bc1q6c4b4bcee51d;bc1q824575b7d9dc;bc1qf7f7abcec3af;bc1q643869952544;bc1q97a72533f944;bc1q50b7d2bd836c;bc1qc82256c52699;bc1q5aaad6e2e48f;bc1q727f028b885d,1,14,16.19311,0.00206476,0.000128,TAPROOT,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,AE,121448325.0,WIN_124,1
tx_badd0410f3a418ba,2026-08-29T23:15:05Z,194.138.37.80,194.71.36.160,443,8333,bc1q31bfc4f76d89;bc1q4545c484385c;bc1q10087b0178e0;bc1q74d749d29f0b;bc1q3ba06474dc99;bc1q89bf1aa1ccf0,bc1q6b911d4f45d3;bc1qf0539ddc38bd;bc1q6873929563ed;bc1q99c32144f88b;bc1q9fd37691ffc7;bc1q41cc159f420f;bc1q49860ec47f7a;bc1q7cd0b7144243;bc1qf74f04dc85f1;bc1qd0865a987b03;bc1q9bb8530655b7;bc1qe6a28c61283e;bc1q2648bcc93ea6;bc1q305de24def92,6,14,0.018468,7.031e-05,0.003807,TAPROOT,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NL,138510.0,WIN_104,1
tx_9e21e19017058ce3,2026-08-30T03:10:05Z,198.139.188.112,103.51.66.79,443,8333,bc1q944c0a9d2e23;bc1q733dcbce1a1d;bc1qd7f1792c763a;bc1q0c45cc611a3c;bc1q68cc3ed8861a;bc1q1106259939c7;bc1q71c0e95c8845;bc1qd90e1934b3ae;bc1q3f9620f52837;bc1q205d58994992;bc1q7cd0b7144243;bc1qc11cc7a5a6e3,bc1qd2bfe60b8640,12,1,10.891215,0.00200296,0.000184,P2SH,KR,AS4766,Korea Telecom,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,81684112.5,WIN_138,1
tx_17102bc902f5e98a,2026-08-30T18:47:05Z,45.43.181.137,45.125.206.44,43285,8333,bc1qa04ca986a5d6;bc1q36bb3a66d1b4;bc1qf526903e41ea;bc1q1dbf258a8199;bc1q50b7d2bd836c;bc1qf753913e13c3;bc1qdc38959e11d9;bc1q205d58994992,bc1q1ea238028525,8,1,7.531559,2.527e-05,3e-06,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,GB,56486692.5,WIN_105,1
tx_71fa450fca57a2d0,2026-08-29T18:03:05Z,45.77.168.22,198.152.75.193,8333,8333,bc1qb922b328f831;bc1qfed55469b2d3;bc1qa060954d9707;bc1qd0865a987b03;bc1qd3be2e39d9c2;bc1qb8fd3d0c1494;bc1q955c628f8553;bc1qd4b2d6daa2c8;bc1q16c5a5ed1ec9;bc1qc531ee526640;bc1q74d749d29f0b;bc1q26a9eeb82cc3,bc1qaa9cc0e45d8a;bc1q2d8bf4786ffe;bc1q368d656fab06;bc1q52ed13c7130c;bc1qac009a08a8f9;bc1q143ed937ada9;bc1qd0906f0db04e;bc1q2e812a24af27;bc1q41f2bfa7333b;bc1qdfe04d5009f8;bc1q283d20af0d58;bc1q4c2c97e5a194;bc1qe75fdeedd4d4;bc1q7ea576e8ddb8;bc1q4ae786cba461;bc1qbf533f59d2b6;bc1q6a1fdd025868;bc1qf7f7abcec3af;bc1q7962b73d323e;bc1q3a51fd5ad6fc,12,20,0.040555,0.00371931,0.09171,P2WPKH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,304162.5,WIN_128,1
tx_084d809886a06179,2026-08-29T07:51:05Z,203.238.76.153,194.138.37.80,32729,8333,bc1qf9d2db7534f5,bc1qa286da0c87b8,1,1,14.928061,0.00195377,0.000131,P2WPKH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,RU,111960457.5,WIN_116,1
tx_7764b05624f8964a,2026-08-30T05:34:05Z,198.83.136.71,194.19.113.109,48846,8333,bc1q52ed13c7130c,bc1q6d9c5bbb8f43;bc1qfef938397a03;bc1q6c4b4bcee51d;bc1q5aaad6e2e48f;bc1qc5cbbe8bfb56;bc1qf74f04dc85f1;bc1q89bf1aa1ccf0;bc1q00a66c0c5ef1;bc1q7d961e7cb171;bc1q643869952544;bc1q7ea576e8ddb8;bc1qdfe04d5009f8;bc1q426ac5716a7c;bc1qba57e077a2a8,1,14,14.947686,0.00594649,0.000398,P2PKH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,112107645.0,WIN_123,1
tx_dd18cfc1d6f720df,2026-08-31T02:07:05Z,194.42.19.238,103.215.216.100,443,8333,bc1qaa9cc0e45d8a,bc1qadaf697db61b;bc1q283d20af0d58;bc1q6ea84a462c98;bc1q315bdaaaa9fc;bc1qe6b6530c1104;bc1qa04ca986a5d6;bc1q3472407512a4;bc1q49860ec47f7a;bc1q0c45cc611a3c;bc1q67c87712a82e;bc1q6a1fdd025868;bc1q06d5ccc3f37a;bc1q81adb4f5e2b1;bc1q1dbf258a8199;bc1q41f2bfa7333b;bc1qe906d0d1a257;bc1qfed55469b2d3;bc1q33628b59b756;bc1qd003332ce937;bc1qd3182cc28296,1,20,17.354539,0.00266904,0.000154,P2WSH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,130159042.5,WIN_124,1
tx_659e2c7f7f6b6e8c,2026-08-29T17:22:05Z,194.139.252.108,203.19.186.221,8080,8333,bc1qa04ca986a5d6,bc1q643869952544,1,1,0.018223,0.00294939,0.16185,P2PKH,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,GB,136672.5,WIN_104,1
tx_706cd37b0dd43808,2026-08-30T00:50:05Z,203.58.235.83,194.22.76.110,8333,8333,bc1q3d7abe0542b4;bc1q74d749d29f0b;bc1q38aaa43819e2;bc1q6d9c5bbb8f43;bc1q733dcbce1a1d;bc1q89bf1aa1ccf0;bc1q26a9eeb82cc3;bc1qa954d4d3f665;bc1qd0865a987b03;bc1qe33c51e3150f;bc1q574dd3b4304b;bc1qd3be2e39d9c2,bc1qbe84020467b0,12,1,3.83374,0.0027348,0.000713,P2PKH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,28753050.0,WIN_139,1
tx_6ea86e843e4cbaea,2026-08-30T18:41:05Z,194.126.160.40,45.210.231.41,8080,8333,bc1qf0539ddc38bd;bc1q38aaa43819e2;bc1qe7f65bffc34f;bc1qade83fd6dbf4;bc1q6d00ef988847;bc1q4a5524400b4a;bc1q9351f56f0645;bc1qa286da0c87b8;bc1q07d0f78e1433;bc1q6c4b4bcee51d;bc1q04a0fafe3270;bc1q5744ead33c29,bc1qc82256c52699;bc1q3d15dbdf3841;bc1q5aaad6e2e48f;bc1qac009a08a8f9;bc1qc11cc7a5a6e3;bc1q1e1c75f9cf6a;bc1qe7f65bffc34f;bc1q23b022d7b56e;bc1qd7f1792c763a;bc1q89df1998295e;bc1q202163ae3a5f;bc1q3f7cc8db81b4;bc1q3f9620f52837;bc1qd3182cc28296,12,14,5.336032,6.49e-05,1.2e-05,P2PKH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,40020240.0,WIN_103,1
tx_1b15795b864611b3,2026-08-30T09:37:05Z,142.182.126.70,203.144.49.123,9050,8333,bc1qaa9cc0e45d8a;bc1q74221c4d7245;bc1q6d00ef988847;bc1qb8fd3d0c1494;bc1q8fbc21be7142;bc1q426ac5716a7c,bc1q16c5a5ed1ec9;bc1q2c89069fd0c2;bc1qd4798382c93e;bc1q4832edd1b2a9;bc1qb7effca1788d;bc1qd960dd245110;bc1q97a72533f944;bc1qb62df4ab6f7f;bc1q882dee4efc0d;bc1qf7a79752d9b7;bc1q50b7d2bd836c;bc1q30cb76b4660d;bc1q68cc3ed8861a;bc1qc1fbbdbfd866,6,14,0.014521,2.08e-05,0.001432,P2PKH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Cross-Border,India Inbound,true,true,US,108907.5,WIN_136,1
tx_f46428ae1624f233,2026-08-30T17:09:05Z,203.36.46.240,203.151.162.29,443,8333,bc1q31fe6d16560c,bc1qe7f65bffc34f;bc1q3f5b2da846e8;bc1q81adb4f5e2b1;bc1q8621a12d67a8;bc1q38aaa43819e2;bc1q1d13030e5ded;bc1qba620c1f1b49;bc1q32be7a6e8156,1,8,4.437883,0.0016388,0.000369,P2SH,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Domestic,India Graph-Linked,true,false,None,33284122.5,WIN_127,1
tx_bf6be163cfa8f458,2026-08-30T04:17:05Z,203.179.61.1,45.205.128.11,43025,8333,bc1q86793f5bab6e;bc1q68cc3ed8861a;bc1q4832edd1b2a9;bc1q74d749d29f0b;bc1q31bfc4f76d89;bc1qa83d2b71176f;bc1q17481b2d513e;bc1q3f6cfc8e5b4e;bc1qae77c70806b6;bc1q955c628f8553;bc1qfef938397a03;bc1qc740d39dfc88,bc1qb733a18f0020;bc1qf7f7abcec3af;bc1qf9d2db7534f5;bc1qb5ac0d6e0f14;bc1q4c2c97e5a194;bc1qe6b6530c1104;bc1qbc4350e38a17;bc1qeba8221c0095;bc1q6c4b4bcee51d;bc1q04d43b7176c6;bc1q305de24def92;bc1q74d749d29f0b;bc1q41cc159f420f;bc1qe33c51e3150f;bc1q2f296ded07f9;bc1qe75fdeedd4d4;bc1q6deef40d767e;bc1qd0865a987b03;bc1qa060954d9707;bc1q7d4fd5146c68,12,20,0.033512,0.00454612,0.135656,P2SH,IN,AS55836,Reliance Jio Infocomm,Telangana,Hyderabad,South,Domestic,India Domestic,true,false,None,251340.0,WIN_105,1
tx_de0cf7260df49d0f,2026-08-29T19:52:05Z,103.215.216.100,103.215.216.100,443,8333,bc1qf74f04dc85f1,bc1qc69592ba39a3;bc1q9351f56f0645;bc1q7ea576e8ddb8;bc1qd0906f0db04e;bc1qe75fdeedd4d4;bc1qc22874b67463;bc1q97a72533f944;bc1q43107dc65cf1;bc1q4c3b76228151;bc1q179cbdc4bb4b;bc1qc6ae653003de;bc1q6d00ef988847;bc1q6ea84a462c98;bc1q3f5b2da846e8,1,14,0.027895,0.00599205,0.214807,TAPROOT,CH,AS3303,Swisscom Switzerland,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,209212.5,WIN_120,1
tx_397eafaf6faee1d8,2026-08-30T12:21:05Z,45.192.91.18,203.211.211.5,8080,8333,bc1qeba8221c0095;bc1qe23f71dee518;bc1qe6a28c61283e;bc1q2bbaa517e0ce;bc1q426ac5716a7c;bc1qf616adf9080b;bc1qeacc3fa52a5c;bc1q64a1aca5187a;bc1q32be7a6e8156;bc1q143ed937ada9;bc1q1ea238028525;bc1qa2d105463427,bc1qcfffd790b596;bc1qb733a18f0020;bc1q67c87712a82e;bc1qc14726423a1f;bc1q6ea84a462c98;bc1q7cd0b7144243;bc1q944c0a9d2e23;bc1qe7f1776ce5c3;bc1q3f5acf6f0bd9;bc1q97b78ebfe003;bc1q31fe6d16560c;bc1qd0906f0db04e;bc1q305de24def92;bc1q283d20af0d58;bc1q26a9eeb82cc3;bc1q882dee4efc0d;bc1q7d961e7cb171;bc1q271bb10dbca1;bc1qc6ae653003de;bc1q91c3578120be,12,20,0.046974,0.00331942,0.070665,P2WSH,IN,AS55836,Reliance Jio Infocomm,Maharashtra,Mumbai,West,Domestic,India Domestic,true,false,None,352305.0,WIN_110,1
tx_59dbb8665d71eb9e,2026-08-30T19:45:05Z,194.15.5.136,194.81.11.170,57317,8333,bc1q11c9fd4a120d;bc1q6ea84a462c98;bc1q2bbaa517e0ce;bc1q67c87712a82e;bc1q3d15dbdf3841;bc1q824575b7d9dc,bc1q74221c4d7245,6,1,0.042686,2.921e-05,0.000684,P2SH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,320145.0,WIN_131,1
tx_aa288014c6974263,2026-08-30T08:04:05Z,198.84.222.78,198.175.130.160,9050,8333,bc1qc06e93f56ddd,bc1q6c4b4bcee51d;bc1qc6ae653003de;bc1q5f03b7ba033f;bc1qf7f5baeb4d1a;bc1q0341d381a7ee;bc1qb7337d2dded1;bc1q11c9fd4a120d;bc1q7e4c174281d4,1,8,0.01622,0.00496861,0.306326,P2SH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,121650.0,WIN_107,1
tx_17c9e80f41e8ead9,2026-08-29T22:02:05Z,142.232.134.217,194.126.160.40,9050,8333,bc1q55f1608dd46a;bc1qa286da0c87b8;bc1q23b022d7b56e;bc1q2c89069fd0c2;bc1q99c32144f88b;bc1q74a8f86ee6da;bc1q5744ead33c29;bc1qa648aef8e46a,bc1q81adb4f5e2b1;bc1q3d7abe0542b4;bc1q99c32144f88b;bc1q7d4fd5146c68;bc1qf7f7abcec3af;bc1q26a9eeb82cc3;bc1q6edb0815a395;bc1q179cbdc4bb4b;bc1q542f8fe38a22;bc1q86b3c4bfae41;bc1q08f9a410cea6;bc1q6deef40d767e;bc1q64d50e7061a5;bc1q17481b2d513e;bc1qfed55469b2d3;bc1q7babfc3e1452;bc1qf753913e13c3;bc1qaf043a4e73f2;bc1q744428d00bae;bc1qaa9cc0e45d8a,8,20,16.428418,0.00203871,0.000124,TAPROOT,IN,AS55836,Reliance Jio Infocomm,Telangana,Hyderabad,South,Domestic,India Domestic,true,false,None,123213135.0,WIN_108,1
tx_6d40a6a630f64b9e,2026-08-30T16:18:05Z,198.69.71.44,198.217.151.121,9050,8333,bc1q727f028b885d;bc1q10087b0178e0;bc1qdc38959e11d9;bc1qae57903eed0f;bc1q07d0f78e1433;bc1qc5b1a9fdbc1c;bc1q0341d381a7ee;bc1q71c0e95c8845;bc1q315bdaaaa9fc;bc1qf9d2db7534f5;bc1q943d64364c06;bc1qa04ca986a5d6,bc1q2f296ded07f9;bc1qb922b328f831;bc1qf7a79752d9b7;bc1q824575b7d9dc;bc1q3828e9c2193c;bc1qb733a18f0020;bc1qa286da0c87b8;bc1q3f07433f8a59;bc1q955c628f8553;bc1q723d0cdfbe97;bc1q74a8f86ee6da;bc1qe7ef2943a4c3;bc1qc22874b67463;bc1q832aa9aaed28;bc1q8621a12d67a8;bc1q36bb3a66d1b4;bc1q315bdaaaa9fc;bc1q2bed67cc031a;bc1q9e86400346da;bc1qcb680ac124cc,12,20,11.003816,0.00417807,0.00038,P2WSH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,82528620.0,WIN_139,1
tx_b461368dc124cbb1,2026-08-31T00:57:05Z,185.226.144.45,103.180.29.197,443,8333,bc1qd003332ce937,bc1qc82256c52699;bc1q4c3b76228151;bc1q4545c484385c;bc1qfed55469b2d3;bc1q64a1aca5187a;bc1qe6a28c61283e;bc1qbe84020467b0;bc1qeacc3fa52a5c;bc1qca77482a47d2;bc1q4832edd1b2a9;bc1q3d7abe0542b4;bc1qf7f5baeb4d1a;bc1qdc38959e11d9;bc1qae55a0e1d901,1,14,13.778172,0.00165316,0.00012,TAPROOT,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,103336290.0,WIN_126,1
tx_5a238e2cf068abc9,2026-08-30T01:09:05Z,198.239.48.136,142.133.146.207,8080,8333,bc1qd960dd245110;bc1qbbdf4c86ac5c;bc1q6deef40d767e;bc1qe33c51e3150f;bc1q4545c484385c;bc1qf6ffae9ea858;bc1q89bf1aa1ccf0;bc1q7d4fd5146c68;bc1qb5ac0d6e0f14;bc1qe6e7aaa2005f;bc1q6a1fdd025868;bc1q9c9848e4f362,bc1q6873929563ed;bc1qca77482a47d2;bc1q944c0a9d2e23;bc1q17481b2d513e;bc1qa47955fd4033;bc1qf616adf9080b;bc1qe6a28c61283e;bc1qdc38959e11d9;bc1qc1fbbdbfd866;bc1q979753eaacf6;bc1q943d64364c06;bc1q1815c515e949;bc1q488fae5346d9;bc1q41782e651a78,12,14,8.717209,2.501e-05,3e-06,P2WPKH,IN,AS4755,Tata Communications,West Bengal,Kolkata,East,Domestic,India Domestic,true,false,None,65379067.5,WIN_104,1
tx_ab240cbea4441fab,2026-08-31T00:44:05Z,45.239.91.46,203.168.99.42,8333,8333,bc1qc14726423a1f;bc1q944c0a9d2e23;bc1qaa9cc0e45d8a;bc1qe6a28c61283e;bc1qc22874b67463;bc1qba57e077a2a8;bc1q305de24def92;bc1q8fbc21be7142;bc1q74a8f86ee6da;bc1q2d8bf4786ffe;bc1q3f5acf6f0bd9;bc1qcf7f901c0c70,bc1q74a8f86ee6da;bc1qb10e8721f536;bc1qba57e077a2a8;bc1q9fd37691ffc7;bc1qf6ffae9ea858;bc1qb62df4ab6f7f;bc1qac009a08a8f9;bc1q2648bcc93ea6,12,8,0.019076,6.104e-05,0.0032,P2PKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,143070.0,WIN_114,1
tx_ecbe8a7ff738abf2,2026-08-29T08:43:05Z,194.71.36.160,45.85.217.3,8080,8333,bc1qc11cc7a5a6e3;bc1q4a5524400b4a;bc1q1d13030e5ded;bc1q1106259939c7;bc1qbe84020467b0;bc1qc6ae653003de,bc1q979753eaacf6;bc1qb922b328f831;bc1q1106259939c7;bc1q6d00ef988847;bc1qb733a18f0020;bc1qfcbd969e2963;bc1qa47955fd4033;bc1qc740d39dfc88;bc1q4ae786cba461;bc1q021ac9a9c97c;bc1q74a8f86ee6da;bc1qd4b2d6daa2c8;bc1qb10e8721f536;bc1q205d58994992,6,14,0.04139,0.00422796,0.102149,P2SH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,310425.0,WIN_139,1
tx_2f0f01b97afc8c08,2026-08-30T08:37:05Z,45.210.231.41,198.232.186.91,9050,8333,bc1q4b595893c90f;bc1qdfe04d5009f8;bc1q4ae786cba461;bc1q5744ead33c29;bc1qa04ca986a5d6;bc1qf6ffae9ea858,bc1q10087b0178e0;bc1qaa9cc0e45d8a;bc1q862cf6ffabd7;bc1qf7a79752d9b7;bc1q9c9848e4f362;bc1q6c4b4bcee51d;bc1qe6e7aaa2005f;bc1q11c9fd4a120d,6,8,7.940769,5.644e-05,7e-06,P2WPKH,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NG,59555767.5,WIN_130,1
